,COLLEGE,RANK,LOC,CAT,SX,EWS,PHASE
106,"OSMANIA MEDICAL COLLEGE, HYDERABAD",26632,OU,OC,M,EWS,P2
107,"OSMANIA MEDICAL COLLEGE, HYDERABAD",26727,OU,BCB,F,NO,P2
108,"OSMANIA MEDICAL COLLEGE, HYDERABAD",27174,OU,BCD,M,NO,P2
109,"OSMANIA MEDICAL COLLEGE, HYDERABAD",27289,OU,OC,F,EWS,P2
110,"OSMANIA MEDICAL COLLEGE, HYDERABAD",27358,OU,BCB,M,NO,P2
111,"OSMANIA MEDICAL COLLEGE, HYDERABAD",27359,OU,BCB,M,NO,P2
112,"OSMANIA MEDICAL COLLEGE, HYDERABAD",27427,OU,BCD,M,NO,P2
113,"OSMANIA MEDICAL COLLEGE, HYDERABAD",27491,OU,BCB,F,NO,P2
114,"OSMANIA MEDICAL COLLEGE, HYDERABAD",27492,OU,BCE,M,NO,P1
115,"OSMANIA MEDICAL COLLEGE, HYDERABAD",27560,OU,OC,F,EWS,P2
116,"OSMANIA MEDICAL COLLEGE, HYDERABAD",28005,OU,OC,F,EWS,P2
117,"OSMANIA MEDICAL COLLEGE, HYDERABAD",28032,OU,BCB,M,NO,P2
118,"OSMANIA MEDICAL COLLEGE, HYDERABAD",28076,OU,OC,F,EWS,P2
119,"OSMANIA MEDICAL COLLEGE, HYDERABAD",28301,OU,OC,F,EWS,P2
120,"OSMANIA MEDICAL COLLEGE, HYDERABAD",28501,OU,OC,F,EWS,P2
121,"OSMANIA MEDICAL COLLEGE, HYDERABAD",28663,OU,BCD,F,NO,P2
122,"OSMANIA MEDICAL COLLEGE, HYDERABAD",29378,OU,BCD,F,NO,P2
123,"OSMANIA MEDICAL COLLEGE, HYDERABAD",29867,OU,BCD,F,NO,P2
124,"OSMANIA MEDICAL COLLEGE, HYDERABAD",29926,OU,BCD,M,NO,P2
125,"OSMANIA MEDICAL COLLEGE, HYDERABAD",29927,OU,BCE,F,NO,P2
126,"OSMANIA MEDICAL COLLEGE, HYDERABAD",30032,OU,OC,F,EWS,P2
127,"OSMANIA MEDICAL COLLEGE, HYDERABAD",30465,OU,BCD,F,NO,P3
128,"OSMANIA MEDICAL COLLEGE, HYDERABAD",30522,OU,OC,M,EWS,P2
129,"OSMANIA MEDICAL COLLEGE, HYDERABAD",30944,OU,BCB,F,NO,P3
130,"OSMANIA MEDICAL COLLEGE, HYDERABAD",31492,OU,BCE,M,NO,P2
131,"OSMANIA MEDICAL COLLEGE, HYDERABAD",32730,OU,BCE,F,NO,P2
132,"OSMANIA MEDICAL COLLEGE, HYDERABAD",33918,OU,BCE,F,NO,P2
133,"OSMANIA MEDICAL COLLEGE, HYDERABAD",34476,OU,BCE,F,NO,P2
134,"OSMANIA MEDICAL COLLEGE, HYDERABAD",34482,OU,BCE,M,NO,P3
135,"OSMANIA MEDICAL COLLEGE, HYDERABAD",39248,OU,BCA,M,NO,P1
136,"OSMANIA MEDICAL COLLEGE, HYDERABAD",42349,OU,BCA,F,NO,P3
137,"OSMANIA MEDICAL COLLEGE, HYDERABAD",42379,OU,BCA,M,NO,P1
138,"OSMANIA MEDICAL COLLEGE, HYDERABAD",42936,OU,SC,M,NO,P1
139,"OSMANIA MEDICAL COLLEGE, HYDERABAD",44818,OU,BCA,F,NO,P1
140,"OSMANIA MEDICAL COLLEGE, HYDERABAD",44866,OU,BCA,M,NO,P1
141,"OSMANIA MEDICAL COLLEGE, HYDERABAD",45981,OU,BCA,M,NO,P1
142,"OSMANIA MEDICAL COLLEGE, HYDERABAD",48024,AU,SC,F,NO,P1
143,"OSMANIA MEDICAL COLLEGE, HYDERABAD",48043,OU,SC,M,NO,P2
144,"OSMANIA MEDICAL COLLEGE, HYDERABAD",48358,SVU,SC,M,NO,P3
145,"OSMANIA MEDICAL COLLEGE, HYDERABAD",48847,OU,BCA,M,NO,P1
146,"OSMANIA MEDICAL COLLEGE, HYDERABAD",54557,OU,BCA,F,NO,P1
147,"OSMANIA MEDICAL COLLEGE, HYDERABAD",57437,OU,BCA,F,NO,P1
148,"OSMANIA MEDICAL COLLEGE, HYDERABAD",58138,OU,BCA,M,NO,P1
149,"OSMANIA MEDICAL COLLEGE, HYDERABAD",61694,OU,BCA,M,NO,P1
150,"OSMANIA MEDICAL COLLEGE, HYDERABAD",62130,OU,SC,F,NO,P1
151,"OSMANIA MEDICAL COLLEGE, HYDERABAD",63049,OU,BCA,F,NO,P2
152,"OSMANIA MEDICAL COLLEGE, HYDERABAD",64548,OU,BCA,M,NO,P2
153,"OSMANIA MEDICAL COLLEGE, HYDERABAD",65035,OU,BCA,F,NO,P2
154,"OSMANIA MEDICAL COLLEGE, HYDERABAD",66188,OU,ST,F,NO,P2
155,"OSMANIA MEDICAL COLLEGE, HYDERABAD",69344,OU,BCC,F,NO,P1
156,"OSMANIA MEDICAL COLLEGE, HYDERABAD",70290,OU,ST,F,NO,P2
157,"OSMANIA MEDICAL COLLEGE, HYDERABAD",73500,OU,ST,M,NO,P2
158,"OSMANIA MEDICAL COLLEGE, HYDERABAD",73838,OU,ST,M,NO,P1
159,"OSMANIA MEDICAL COLLEGE, HYDERABAD",74016,OU,ST,F,NO,P1
160,"OSMANIA MEDICAL COLLEGE, HYDERABAD",74485,OU,BCA,M,NO,P2
161,"OSMANIA MEDICAL COLLEGE, HYDERABAD",76021,OU,ST,M,NO,P1
162,"OSMANIA MEDICAL COLLEGE, HYDERABAD",77741,OU,BCA,F,NO,P3
163,"OSMANIA MEDICAL COLLEGE, HYDERABAD",78592,OU,BCA,F,NO,P2
164,"OSMANIA MEDICAL COLLEGE, HYDERABAD",78891,OU,SC,F,NO,P1
165,"OSMANIA MEDICAL COLLEGE, HYDERABAD",79389,OU,ST,M,NO,P1
166,"OSMANIA MEDICAL COLLEGE, HYDERABAD",79611,OU,BCA,F,NO,P3
167,"OSMANIA MEDICAL COLLEGE, HYDERABAD",80324,OU,SC,M,NO,P1
168,"OSMANIA MEDICAL COLLEGE, HYDERABAD",80408,OU,ST,F,NO,P2
169,"OSMANIA MEDICAL COLLEGE, HYDERABAD",80593,OU,SC,F,NO,P1
170,"OSMANIA MEDICAL COLLEGE, HYDERABAD",80631,OU,SC,F,NO,P1
171,"OSMANIA MEDICAL COLLEGE, HYDERABAD",81235,OU,ST,M,NO,P1
172,"OSMANIA MEDICAL COLLEGE, HYDERABAD",81315,OU,SC,F,NO,P1
173,"OSMANIA MEDICAL COLLEGE, HYDERABAD",81333,OU,SC,F,NO,P1
174,"OSMANIA MEDICAL COLLEGE, HYDERABAD",81342,OU,SC,F,NO,P1
175,"OSMANIA MEDICAL COLLEGE, HYDERABAD",81755,OU,SC,F,NO,P1
176,"OSMANIA MEDICAL COLLEGE, HYDERABAD",81931,OU,SC,M,NO,P1
177,"OSMANIA MEDICAL COLLEGE, HYDERABAD",82253,OU,ST,F,NO,P2
178,"OSMANIA MEDICAL COLLEGE, HYDERABAD",83017,OU,SC,F,NO,P2
179,"OSMANIA MEDICAL COLLEGE, HYDERABAD",83110,OU,SC,F,NO,P1
180,"OSMANIA MEDICAL COLLEGE, HYDERABAD",83183,OU,SC,F,NO,P1
181,"OSMANIA MEDICAL COLLEGE, HYDERABAD",83316,OU,SC,M,NO,P1
182,"OSMANIA MEDICAL COLLEGE, HYDERABAD",84736,OU,ST,F,NO,P2
183,"OSMANIA MEDICAL COLLEGE, HYDERABAD",84738,OU,ST,M,NO,P1
184,"OSMANIA MEDICAL COLLEGE, HYDERABAD",84773,OU,SC,M,NO,P1
185,"OSMANIA MEDICAL COLLEGE, HYDERABAD",85022,OU,SC,M,NO,P1
186,"OSMANIA MEDICAL COLLEGE, HYDERABAD",85729,OU,SC,M,NO,P1
187,"OSMANIA MEDICAL COLLEGE, HYDERABAD",85764,OU,ST,M,NO,P2
188,"OSMANIA MEDICAL COLLEGE, HYDERABAD",85999,OU,SC,F,NO,P1
189,"OSMANIA MEDICAL COLLEGE, HYDERABAD",86018,OU,SC,M,NO,P1
190,"OSMANIA MEDICAL COLLEGE, HYDERABAD",86081,OU,ST,F,NO,P2
191,"OSMANIA MEDICAL COLLEGE, HYDERABAD",86729,OU,ST,M,NO,P2
192,"OSMANIA MEDICAL COLLEGE, HYDERABAD",86731,OU,SC,F,NO,P1
193,"OSMANIA MEDICAL COLLEGE, HYDERABAD",87431,OU,SC,M,NO,P2
194,"OSMANIA MEDICAL COLLEGE, HYDERABAD",87772,OU,ST,F,NO,P2
195,"OSMANIA MEDICAL COLLEGE, HYDERABAD",87807,OU,SC,M,NO,P2
196,"OSMANIA MEDICAL COLLEGE, HYDERABAD",87915,OU,SC,F,NO,P2
197,"OSMANIA MEDICAL COLLEGE, HYDERABAD",88410,OU,SC,M,NO,P2
198,"OSMANIA MEDICAL COLLEGE, HYDERABAD",89252,OU,ST,F,NO,P2
199,"OSMANIA MEDICAL COLLEGE, HYDERABAD",89253,OU,SC,M,NO,P2
200,"OSMANIA MEDICAL COLLEGE, HYDERABAD",90266,OU,ST,M,NO,P2
201,"OSMANIA MEDICAL COLLEGE, HYDERABAD",90498,OU,ST,F,NO,P2
202,"OSMANIA MEDICAL COLLEGE, HYDERABAD",90578,OU,ST,F,NO,P2
203,"OSMANIA MEDICAL COLLEGE, HYDERABAD",90658,OU,ST,M,NO,P2
213,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",2326,OU,OC,M,NO,P1
214,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",2500,OU,OC,F,NO,P1
215,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",2540,OU,OC,F,NO,P1
216,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",2546,OU,OC,M,NO,P1
217,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",2618,OU,OC,F,NO,P2
218,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",2707,OU,OC,M,NO,P2
219,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",2767,OU,OC,M,NO,P2
220,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",2789,OU,OC,F,NO,P2
221,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",2944,OU,OC,F,NO,P2
222,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",2949,AU,OC,F,NO,P2
223,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",3136,OU,OC,M,NO,P3
224,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",3211,OU,OC,F,NO,P3
225,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",3214,OU,OC,F,NO,P3
226,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",3225,OU,OC,M,EWS,P3
227,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",3229,OU,OC,F,NO,P1
228,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",3322,OU,OC,F,NO,P1
229,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",3328,OU,OC,F,NO,P1
230,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",3368,OU,OC,F,NO,P1
231,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",3494,OU,OC,M,NO,P1
232,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",3543,OU,OC,F,NO,P1
233,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",3612,OU,OC,M,NO,P1
234,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",3632,OU,OC,F,NO,P1
235,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",3684,OU,OC,F,NO,P1
236,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",3687,OU,BCD,F,NO,P1
237,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",3728,OU,OC,F,NO,P1
238,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",3757,OU,OC,M,NO,P1
239,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",3836,OU,BCD,M,NO,P1
240,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",3940,OU,BCB,M,NO,P1
241,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",4357,OU,OC,M,NO,P1
242,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",4582,OU,OC,F,NO,P1
243,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",4698,OU,OC,M,NO,P1
244,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",4756,OU,OC,M,NO,P1
245,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",4837,OU,OC,M,NO,P1
246,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",4879,OU,BCD,M,NO,P1
247,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",4962,OU,BCE,M,NO,P1
248,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",4981,OU,BCB,M,NO,P1
249,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",5029,OU,OC,M,NO,P1
250,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",5030,OU,BCB,F,NO,P1
251,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",5149,OU,OC,F,NO,P1
252,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",5170,OU,BCB,M,NO,P1
253,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",5202,OU,OC,M,NO,P1
254,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",5283,OU,BCB,F,NO,P1
255,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",5307,OU,OC,F,NO,P1
256,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",5395,OU,OC,M,NO,P1
257,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",5412,OU,BCD,F,NO,P2
258,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",5561,OU,BCE,M,NO,P1
259,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",5567,OU,OC,F,NO,P2
260,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",5599,OU,OC,M,NO,P1
261,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",5605,SVU,BCD,F,NO,P1
262,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",5645,OU,OC,F,NO,P2
263,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",5651,OU,OC,M,NO,P1
264,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",5687,OU,OC,M,NO,P1
265,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",5737,AU,BCE,M,NO,P1
266,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",5832,OU,BCB,M,NO,P1
267,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",5873,OU,OC,F,NO,P2
268,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",5921,OU,OC,F,EWS,P2
269,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",6006,OU,OC,F,NO,P2
270,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",6027,OU,BCA,M,NO,P1
271,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",6104,OU,OC,M,NO,P1
272,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",6146,OU,BCB,F,NO,P2
273,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",6199,OU,SC,F,NO,P2
274,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",6227,OU,OC,M,EWS,P1
275,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",6392,OU,OC,F,EWS,P3
276,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",6404,OU,BCB,M,NO,P1
277,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",6487,OU,BCD,F,NO,P3
278,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",6512,OU,OC,M,NO,P2
279,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",6628,OU,OC,F,NO,P3
280,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",6686,OU,OC,M,NO,P2
281,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",6689,OU,OC,M,NO,P2
282,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",6838,OU,BCD,F,NO,P3
283,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",6894,OU,OC,M,EWS,P2
284,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",7086,OU,OC,M,NO,P2
285,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",7208,OU,OC,M,NO,P2
286,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",7413,OU,BCB,F,NO,P3
287,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",7476,OU,OC,F,EWS,P2
288,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",7585,OU,OC,F,NO,P2
289,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",7667,OU,OC,M,EWS,P2
290,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",7683,OU,BCE,M,NO,P2
291,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",7684,OU,OC,F,NO,P2
292,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",7724,OU,OC,M,NO,P2
293,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",7818,OU,BCA,M,NO,P3
294,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",7856,OU,OC,F,NO,P3
295,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",7892,OU,BCA,F,NO,P3
296,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",8043,OU,BCB,F,NO,P3
297,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",8054,OU,BCB,F,NO,P3
298,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",8080,OU,OC,F,NO,P3
299,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",8156,OU,BCB,F,NO,P3
300,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",8164,OU,OC,F,NO,P3
