SNo,Rank,Allotted Quota,Allotted Institute,Course,"Alloted
Category","Candidate
Category",Remarks
5089,8423,All India,"MG Inst. of Medical Sciences, Sevagram Wardha,VILLAGE AND PO SEVAGRAM
DISTRICT WARDHA MAHARASHTRA 442102, Maharashtra, 442102",MBBS,Open,General,Allotted
5090,8424,All India,"HASSAN INST. MEDICAL SCIENCES, HASSAN,K R PURAM, BEHIND DC
OFFICE,HASSAN, Karnataka, 573201",MBBS,Open,General,Allotted
5091,8426,All India,"SJP Medical College, Bharatpur,Rampura, NH-21,Sever Road,Bharatpur,Rajasthan,
Rajasthan, 321001",MBBS,Open,General,Allotted
5092,8428,All India,"Dr.Radhakrishnan Government Medical College, Hamirpur,Dr.Radhakrishnan
Government Medical College,Hamirpur, Himachal Pradesh, 177001",MBBS,OBC,OBC,Allotted
5093,8429,All India,"Govt. Medical College, Kannauj,Tirwa Road, Kannauj, Uttar Pradesh, 209732",MBBS,Open,General,Allotted
5094,8434,"Aligarh Muslim
University (AMU)
Quota","Jawaharlal Nehru Medical College, AMU,ALIGARH,ALIGARH MUSLIM UNIVERSITY,
ALIGARH, Uttar Pradesh, 202002",MBBS,Open,EWS,Allotted
5095,8438,All India,"Dr. YS Parmar Govt. Medical College, Nahan,Nahan, District Sirmaur, Himachal
Pradesh, Himachal Pradesh, 173001",MBBS,OBC,OBC,Allotted
5096,8440,All India,"Goverment Medical College, Datia,NEAR 29TH BATTALION,  N.H.75, DATIA, Madhya
Pradesh, 475661",MBBS,Open,General,Allotted
5097,8441,All India,"KARNATAK INST. OF MEDICAL SC.,HUBLI,VIDYANAGAR HUBBALLI, Karnataka,
580021",MBBS,EWS,EWS,Allotted
5098,8445,All India,"KARNATAK INST. OF MEDICAL SC.,HUBLI,VIDYANAGAR HUBBALLI, Karnataka,
580021",MBBS,OBC,OBC,Allotted
5099,8447,All India,"BURDWAN MEDICAL COLLEGE,BURDWAN,BURDWAN MEDICAL COLLEGE,
BABURBAG, POST- RAJBATI, DIST- PURBA BARDHAMAN, PIN-713104,WEST
BENGAL, West Bengal, 713104",MBBS,EWS,EWS,Allotted
5100,8449,All India,"SHRI ATAL BIHARI VAJPAYEE GOVERNMENT MEDICAL COLLEGE, CHHAINSA,
FARIDABAD,Shri Atal Bihari Vajpayee Government Medical College Chhainsa
Faridabad, Haryana, 121004",MBBS,Open,General,Allotted
5101,8451,All India,"ESI-MC&PGIMS&R, Banglore,ESICMC AND PGIMSR, Rajajinagar, Bengaluru,
Karnataka, 560010",MBBS,OBC,OBC,Allotted
5102,8452,All India,"Government Medical College, ESIC, Kollam,Parippally Kollam 691574, Kerala, 691574",MBBS,OBC,OBC,Allotted
5103,8455,All India,"MRA MEDICAL COLLEGE AMBEDKAR NAGAR, UP,VILLAGE SADDARPUR POST
SURAPUR DISTRICT AMBEDKAR NAGAR, Uttar Pradesh, 224227",MBBS,Open,General,Allotted
5104,8457,Open Seat Quota,"AIIMS, Jodhpur,BASNI PHASE - II, JODHPUR-342005, Rajasthan, 342005",MBBS,ST,ST,Allotted
5105,8458,All India,"SHIMOGA INST. OF MEDICAL SCI., SHIMOGA,SAGAR ROAD, MCGANN HOSPITAL
CAMPUS, SHIVAMOGGA, Karnataka, 577201",MBBS,Open,General,Allotted
5106,8459,All India,"GMC, Azamgarh, UP,Government Medical College and Super Facility Hospital
Chakrapanpur Post Office-Kanaila Azamgarh, Uttar Pradesh, 276128",MBBS,Open,OBC,Allotted
5107,8461,All India,"Dr.Radhakrishnan Government Medical College, Hamirpur,Dr.Radhakrishnan
Government Medical College,Hamirpur, Himachal Pradesh, 177001",MBBS,OBC,OBC,Allotted
5108,8462,All India,"Government Medical College, Bhilwara,Sindari Ke Balaji Road Sanganer Bhilwara,
Rajasthan, 311001",MBBS,EWS,EWS,Allotted
5109,8463,All India,"SUH Maulana Mahmood Hasan Medical College, Saharanpur,Ambala Road, Pilakhni,
Saharanpur, Uttar Pradesh, 247001",MBBS,Open,General,Allotted
5110,8465,All India,"S.S. MEDICAL COLLEGE, REWA,NEAR DHOBIYA TANKI, JAIL ROAD, REWA,
Madhya Pradesh, 486001",MBBS,Open,General,Allotted
5111,8467,All India,"K.A.P. VISWANATHAM G.M.C.,TIRUCHIRAPALLI,PERIYAMILAGUPARAI,
TIRUCHIRAPALLI-620001, Tamil Nadu, 620001",MBBS,Open,General,Allotted
5112,8471,All India,"GMC, Azamgarh, UP,Government Medical College and Super Facility Hospital
Chakrapanpur Post Office-Kanaila Azamgarh, Uttar Pradesh, 276128",MBBS,Open,General,Allotted
5113,8472,All India,"MAHARAJA K.C. GAJAPATI M.C.,BRAHMAPUR,MKCG MEDICAL COLLEGE
CAMPUS, BERHAMPUR, GANJAM, Odisha, 760004",MBBS,EWS,EWS,Allotted
5114,8473,All India,"Pt. Jawahar Lal Nehru Govt. Med. College, Chamba,Pt. Jawaharlal Nehru Govt. Medical
College Chamba, Himachal Pradesh, 176310",MBBS,OBC,OBC,Allotted
5115,8474,All India,"BUNDELKHAND MEDICAL COLLEGE, SAGAR,Shivaji ward, tili Road, Sagar, Madhya
Pradesh, 470001",MBBS,Open,General,Allotted
