SNo,Rank,Allotted Quota,Allotted Institute,Course,"Alloted
Category","Candidate
Category",Remarks
11869,92489,All India,"Government Medical College, Mahabubabad,Government Medical College,
Mahabubabad, 551-1-P Mahabubabad Village Mahabubabad, Telangana, 506101",MBBS,SC,SC,Allotted
11870,92531,"Deemed/Paid Seats
Quota","Manipal Tata Medical College,,Kadani Road,
Baridih, Jamshedpur,
East Singbhum District, Jharkhand, 831017",MBBS,Open,General,Allotted
11871,92532,All India,"CHIKKABALLAPURA INSTITUTE OF MEDICAL SCIENCES, KARNATAKA,DISTRICT
HOSPITAL CAMPUS MARULA SIDDESHWARA SWAMY TEMPLE ROAD
CHIKKABALLAPUR KARANATAKA, Karnataka, 562101",MBBS,SC,SC,Allotted
11872,92540,All India,"Government Medical College, Nilgiris,No. 1, INDU  NAGAR, MYSORE ROAD,
UDHAGAMANDALAM, NILGIRIS DISTRICT, Tamil Nadu, 643005",MBBS,SC,SC,Allotted
11873,92563,"Deemed/Paid Seats
Quota","JSS Medical College, Mysuru,The Principal JSS Medical College and Hospital Medical
Institutions Campus S S Nagar Mysuru, Karnataka, 570015",MBBS,Open,General,Allotted
11874,92617,"Deemed/Paid Seats
Quota","K.S Hegde Medical Academy, Mangaluru,Deralakatte, Mangaluru, Dakshina Kannada
Dist,, Karnataka, 575018",MBBS,Open,General,Allotted
11875,92623,"Deemed/Paid Seats
Quota","Amrita School of Medicine Faridabad,Mata Amritanandmayi Marg, Sector-88, Faridabad,
Haryana, 121002",MBBS,Open,OBC,Allotted
11876,92721,All India,"Government Doon Medcial College, Dehradun,Government Doon Medical College,
Dehrakhas Patel Nagar, Dehradun 248001, Uttarakhand, 248001",MBBS,ST,ST,Allotted
11877,92736,All India,"CHIKKABALLAPURA INSTITUTE OF MEDICAL SCIENCES, KARNATAKA,DISTRICT
HOSPITAL CAMPUS MARULA SIDDESHWARA SWAMY TEMPLE ROAD
CHIKKABALLAPUR KARANATAKA, Karnataka, 562101",MBBS,SC,SC,Allotted
11878,92753,All India,"C. Institute of Medical Sciences, Chamarajanagar,SY NO.124, YEDAPURA VILLAGE ,
KASABA HOBLI, CHAMARAJANAGARA TALUK AND DISTRICT",MBBS,ST,ST,Allotted
11879,92769,All India,"AGARTALA GOVT. MEDICAL COLLEGE,AGARTALA,Kunjaban, Agartala, Tripura West,
Tripura, 799006",MBBS,SC,SC,Allotted
11880,92807,All India,"Indira Gandhi Institute of Medical Sciences, Patna,RAZA BAZAR, SHEIKHPURA,
PATNA",MBBS,ST,ST,Allotted
11881,92832,All India,"Chikkamagaluru Institute of Medical Sciences,DIRECTOR
CHIKKAMAGALURU INSTITUTE OF MEDICAL SCIENCES
ARALAGUPPE MALLEGOWDA DISTRICT HOSPITAL
AZA, Karnataka, 577101",MBBS,SC,SC,Allotted
11882,92892,All India,"COIMBATORE MEDICAL COLLEGE,COIMBATORE,CIVIL AERODROME POST,
AVINASHI ROAD, PEELAMEDU, COIMBATORE, Tamil Nadu, 641014",MBBS,ST,ST,Allotted
11883,92894,"Employees State
Insurance
Scheme(ESI)","ESIC Dental College, Gulbarga,ESIC MEDICAL COLLEGE & HOSPITAL CAMPUS,
Sedam Road, Gulbarga, Karnataka, 585106",BDS,OBC,OBC,Allotted
11884,92942,"Deemed/Paid Seats
Quota","Sri Ramachandra Med. College and Res. Inst., Chennai,No. One Ramachandra Nagar,
Porur, Chennai., Tamil Nadu, 600116",MBBS,Open,General,Allotted
11885,92990,"Deemed/Paid Seats
Quota","Amrita School of Medicine Faridabad,Mata Amritanandmayi Marg, Sector-88, Faridabad,
Haryana, 121002",MBBS,Open,General,Allotted
11886,93004,"Deemed/Paid Seats
Quota","MGM Medical College, Navi Mumbai,MGM Medical College, Plot No. 1-2, Sector 1,
Kamothe, Navi Mumbai - 410 209, Maharashtra, 410209",MBBS,Open,General,Allotted
11887,93021,All India,"GOVT.MEDICAL COLLEGE,THIRUVANANTHAPURAM,OFFICE OF THE
PRINCIPAL,GOVT.MEDICAL COLLEGE THIRUVANANTHAPURAM,MEDICAL
COLLEGE PO,KERALA, Kerala, 695011",MBBS,ST,ST,Allotted
11888,93057,All India,"Government Medical College Suryapet,AMARAVADI NAGAR,
TALLAGADDA, SURYAPET-508213
Suraypet Dist, Telangana, 508213",MBBS,SC,SC,Allotted
11889,93081,All India,"Haveri Institute of Medical Sciences, Karnataka,First Floor MCH Block District Hospital,
Karnataka, 581110",MBBS,SC,SC,Allotted
11890,93082,All India,"GOVT. DC & RESEARCH INSt., BELLARY,GOVT DENTAL COLLEGE AND RI, VIMS
CAMPUS, CANTONMENT BELLARY, Karnataka, 583104",BDS,SC,SC,Allotted
11891,93105,All India,"Kalpana Chawla Govt. Medical College, Karnal,Kalpana Chawla Govt. Medical
College,Karnal, Haryana, Haryana, 132001",MBBS,ST,ST,Allotted
11892,93124,All India,"NALANDA MEDICAL COLLEGE, PATNA,OLD BYEPASS ROAD, KANKERBAGH,
PATNA, Bihar, 800026",MBBS,ST,ST,Allotted
11893,93146,"Deemed/Paid Seats
Quota","Manipal Tata Medical College,,Kadani Road,
Baridih, Jamshedpur,
East Singbhum District, Jharkhand, 831017",MBBS,Open,EWS,Allotted
11894,93147,"Employees State
Insurance
Scheme(ESI)","ESIC Dental College, Gulbarga,ESIC MEDICAL COLLEGE & HOSPITAL CAMPUS,
Sedam Road, Gulbarga, Karnataka, 585106",BDS,EWS,EWS,Allotted
11895,93157,All India,"GMERS Medical College, Morbi,Gibson middle school, Opp railway station, Morbi,
Gujarat, 363641",MBBS,SC,SC,Allotted
11896,93167,"Deemed/Paid Seats
Quota","Kalinga Institute of Medical Sciences, Bhubaneswar,CAMPUS-5
KUSHABHADRA CAMPUS
P.O-KIIT
BHUBANESWAR, Odisha, 751024",MBBS,Open,General,Allotted
11897,93176,All India,"Government Medical College, Dindigul,1 Nallampatti Road Adiyanoothu village Dindigul,
Tamil Nadu, 624003",MBBS,SC,SC,Allotted
11898,93186,"Deemed/Paid Seats
Quota","Manipal Tata Medical College,,Kadani Road,
Baridih, Jamshedpur,
East Singbhum District, Jharkhand, 831017",MBBS,Open,General,Allotted
11899,93224,All India,"Chikkamagaluru Institute of Medical Sciences,DIRECTOR
CHIKKAMAGALURU INSTITUTE OF MEDICAL SCIENCES
ARALAGUPPE MALLEGOWDA DISTRICT HOSPITAL
AZA, Karnataka, 577101",MBBS,SC,SC,Allotted
11900,93249,All India,"Tezpur Medical College, Tezpur,Tezpur Medical College and Hospital
Bihaguri Tezpur 784010 Dist Sonitpur Assam, Assam, 784010",MBBS,SC,SC,Allotted
11901,93291,All India,"Government Medical College, Nagapattinam,NO.1,MANALMEDU, ORATHUR VILLAGE,
NAGAPATTINAM TK, NAGAPATTINAM DISTRICT, Tamil Nadu, 611108",MBBS,SC,SC,Allotted
11902,93308,All India,"GOVT. MEDICAL COLLEGE, KOZHIKODE,Principal, Govt. Medical College, Medical
College (P.O)- Kozhikode, Kerala, 673008",MBBS,ST,ST,Allotted
11903,93312,All India,"CHHATTISGARH INSTITUTE OF MEDICAL SCIENCES, BILASP,GOND PARA, SADAR
BAZAAR BILASPUR - 495001 (CG), Chhattisgarh, 495001",MBBS,ST,ST,Allotted
11904,93353,All India,"Government Medical College, Tiruppur,18 DHARAPURAM ROAD TIRUPPUR
TAMILNADU 641608, Tamil Nadu, 641608",MBBS,SC,SC,Allotted
11905,93422,All India,"Government Medical College Siddipet,Survey No 54, Ensanpalli Village, Siddipet
Mandal, Siddipet, Telangana, 502114",MBBS,ST,ST,Allotted
11906,93481,All India,"Tezpur Medical College, Tezpur,Tezpur Medical College and Hospital
Bihaguri Tezpur 784010 Dist Sonitpur Assam, Assam, 784010",MBBS,SC,SC,Allotted
11907,93482,All India,"Burdwan Dental College & Hospital, Burdwan,POWER HOUSE PARA, BURDWAN
TOWN.
PURBA BARDHAMAN. W.B- 713101",BDS,SC,SC,Allotted
11908,93484,All India,"AGARTALA GOVT. MEDICAL COLLEGE,AGARTALA,Kunjaban, Agartala, Tripura West,
Tripura, 799006",MBBS,SC,SC,Allotted
11909,93496,All India,"Fakhruddin Ali Ahmed Medical College, Barpeta,Jania Road, Jotigaon, Barpeta, Assam,
Assam, 781301",MBBS,SC,SC,Allotted
11910,93498,"Deemed/Paid Seats
Quota","Jawahar Lal Nehru Medical College, Belagavi,J.N. Medical College Campus, Nehru
Nagar,
Belagavi-590010. Karnataka, India., Karnataka, 590010",MBBS,Open,General,Allotted
11911,93499,All India,"YADGIRI INSTITUTE OF MEDICAL SCIENCES, YADGIRI,Chittapur Main Road,
Yadgiri., Karnataka, 585202",MBBS,SC,SC,Allotted
11912,93512,All India,"Government medical College, Namakkal,353 MASTER PLAN COMPLEX
SILUVAMPATTY
NAMAKKAL, Tamil Nadu, 637003",MBBS,SC,SC,Allotted
11913,93635,"Deemed/Paid Seats
Quota","Rural Medical College and PIMS, Loni,At - Loni BK  Tal - Rahata
Dist - Ahmednagar
Maharashtra State, India
PIN-413736
(Near Shird, Maharashtra, 413736",MBBS,Open,General,Allotted
11914,93668,"Deemed/Paid Seats
Quota","Manipal Tata Medical College,,Kadani Road,
Baridih, Jamshedpur,
East Singbhum District, Jharkhand, 831017",MBBS,Open,General,Allotted
11915,93669,"Employees State
Insurance
Scheme(ESI)","ESIC Medical College, Faridabad,NH 3 NIT FARIDABAD, Haryana, 121001",MBBS,SC,SC,Allotted
11916,93705,IP University Quota,"Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi,
VMMC,Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi
(NCT), 110029",MBBS,ST,ST,Allotted
11917,93718,"Deemed/Paid Seats
Quota","Manipal Tata Medical College,,Kadani Road,
Baridih, Jamshedpur,
East Singbhum District, Jharkhand, 831017",MBBS,Open,General,Allotted
11918,93755,All India,"Govt. Sivgangai M. C. Sivagangai,MANAMADURAI MAIN ROAD, KEELA
VANIYANKUDI, SIVAGANGAI, Tamil Nadu, 630561",MBBS,SC,SC,Allotted
11919,93766,All India,"GOVERNMENT MEDICAL COLLEGE NANDYAL,principalgmcnandyala@gmail.com,
Andhra Pradesh, 518501",MBBS,SC,SC,Allotted
11920,93768,All India,"Government Medical College, Nagapattinam,NO.1,MANALMEDU, ORATHUR VILLAGE,
NAGAPATTINAM TK, NAGAPATTINAM DISTRICT, Tamil Nadu, 611108",MBBS,SC,SC,Allotted
11921,93790,All India,"Government medical College, Namakkal,353 MASTER PLAN COMPLEX
SILUVAMPATTY
NAMAKKAL, Tamil Nadu, 637003",MBBS,SC,SC,Allotted
11922,93864,IP University Quota,"Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi,
VMMC,Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi
(NCT), 110029",MBBS,ST,ST,Allotted
11923,94005,All India,"NORTH BENGAL MED.COLL,DARJEELING,Sushruta Nagar, Darjeeling., West Bengal,
734012",MBBS,ST,ST,Allotted
11924,94009,All India,"UTTARANCHAL F HOSP TRUST MC,HALDWANI,Government Medical College,
Rampur Road Haldwani, Distt. Nainiatl, Uttarakhand, 263139",MBBS,ST,ST,Allotted
11925,94058,All India,"Government Medical College Nirmal,530 PRIYADARSHINI NAGAR
NIRMAL, Telangana, 504106",MBBS,SC,SC,Allotted
11926,94073,"Internal -Puducherry
UT Domicile","JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry, Puducherry, 605006",MBBS,SC,SC,Allotted
11927,94106,All India,"S.S. MEDICAL COLLEGE, REWA,NEAR DHOBIYA TANKI, JAIL ROAD, REWA,
Madhya Pradesh, 486001",MBBS,ST,ST,Allotted
11928,94128,"Deemed/Paid Seats
Quota","Dr. DY Patil Medical College and Hospt., Pune,Dr. D. Y. Patil Medical College, Hospital
and Research Centre, Sant Tukaram Nagar, Pimpri, Pune., Maharashtra, 411018",MBBS,Open,General,Allotted
11929,94141,All India,"Government Medical College, Eluru,SURVEY NO 60, BEHIND OLD BUS STAND,
ELURU, Andhra Pradesh, 534005",MBBS,SC,SC,Allotted
11930,94148,"Delhi University
Quota","Maulana Azad Institute of Dental Sciences, New Delhi,MAMC Complex, B.S. Zafar Marg,
New Delhi, Delhi (NCT), 110002",BDS,SC,SC,Allotted
11931,94163,All India,"Government Medical College, Ramanathapuram,No 1, Patinamkathan, Collectorate
Backside,
Ramanathapuram., Tamil Nadu, 623503",MBBS,SC,SC,Allotted
11932,94175,All India,"Chitradurga Medical College and Research Institute,P B Road Chitradurga, Karnataka,
577501",MBBS,SC,SC,Allotted
11933,94186,"Deemed/Paid Seats
Quota","Manipal Tata Medical College,,Kadani Road,
Baridih, Jamshedpur,
East Singbhum District, Jharkhand, 831017",MBBS,Open,OBC,Allotted
11934,94257,All India,"Government Medical College Suryapet,AMARAVADI NAGAR,
TALLAGADDA, SURYAPET-508213
Suraypet Dist, Telangana, 508213",MBBS,SC,SC,Allotted
11935,94274,All India,"GMC, Rajamahendravaram,Government Medical College, Rajamahendravaram,
Opposite District Hospital, Sivaseshupuram CTRI, Andhra Pradesh, 533105",MBBS,SC,SC,Allotted
11936,94277,All India,"Jawaharlal Nehru Medical College, Bhagalpur,SUKHRAJ RAI PATH, BHAGALPUR,
Bihar, 812001",MBBS,ST,ST,Allotted
11937,94310,All India,"Govt. Medical College, Jammu,GOVERNMENT MEDICAL COLLEGE, BAKSHI NAGAR,
JAMMU 180001, Jammu And Kashmir, 180001",MBBS,ST,ST,Allotted
11938,94357,All India,"Govt Medical College Nalgonda,OFFICE OF THE PRINCIPAL, GOVERNMENT
MEDICAL COLLEGE NALGONDA, NEAR BUS STAND, NALGONDA, Telangana,
508001",MBBS,SC,SC,Allotted
11939,94365,All India,"Government Medical College, Mahabubabad,Government Medical College,
Mahabubabad, 551-1-P Mahabubabad Village Mahabubabad, Telangana, 506101",MBBS,SC,SC,Allotted
11940,94406,"Deemed/Paid Seats
Quota","Kalinga Institute of Medical Sciences, Bhubaneswar,CAMPUS-5
KUSHABHADRA CAMPUS
P.O-KIIT
BHUBANESWAR, Odisha, 751024",MBBS,Open,General,Allotted
11941,94465,All India,"COIMBATORE MEDICAL COLLEGE,COIMBATORE,CIVIL AERODROME POST,
AVINASHI ROAD, PEELAMEDU, COIMBATORE, Tamil Nadu, 641014",MBBS,ST,ST,Allotted
11942,94477,"Deemed/Paid Seats
Quota","JSS Medical College, Mysuru,The Principal JSS Medical College and Hospital Medical
Institutions Campus S S Nagar Mysuru, Karnataka, 570015",MBBS,Open,General,Allotted
