,COLLEGE,RANK,LOC,CAT,SX,EWS,PHASE
44,"OSMANIA MEDICAL COLLEGE, HYDERABAD",10064,OU,OC,M,,P1
45,"OSMANIA MEDICAL COLLEGE, HYDERABAD",10404,OU,OC,F,,P1
46,"OSMANIA MEDICAL COLLEGE, HYDERABAD",10579,OU,OC,M,,P1
47,"OSMANIA MEDICAL COLLEGE, HYDERABAD",10651,OU,OC,M,,P1
48,"OSMANIA MEDICAL COLLEGE, HYDERABAD",10656,OU,OC,F,,P1
49,"OSMANIA MEDICAL COLLEGE, HYDERABAD",10735,OU,BCE,F,,P1
50,"OSMANIA MEDICAL COLLEGE, HYDERABAD",10753,OU,OC,M,,P1
51,"OSMANIA MEDICAL COLLEGE, HYDERABAD",10824,OU,OC,M,,P1
52,"OSMANIA MEDICAL COLLEGE, HYDERABAD",11066,OU,OC,F,,P1
53,"OSMANIA MEDICAL COLLEGE, HYDERABAD",11178,OU,OC,F,,P1
54,"OSMANIA MEDICAL COLLEGE, HYDERABAD",11261,OU,SC,M,,P1
55,"OSMANIA MEDICAL COLLEGE, HYDERABAD",11642,OU,OC,M,,P1
56,"OSMANIA MEDICAL COLLEGE, HYDERABAD",11733,SVU,BCB,F,,P1
57,"OSMANIA MEDICAL COLLEGE, HYDERABAD",12233,OU,OC,F,,P1
58,"OSMANIA MEDICAL COLLEGE, HYDERABAD",12252,OU,OC,F,,P1
59,"OSMANIA MEDICAL COLLEGE, HYDERABAD",12305,OU,OC,F,,P1
60,"OSMANIA MEDICAL COLLEGE, HYDERABAD",12436,OU,OC,M,,P1
61,"OSMANIA MEDICAL COLLEGE, HYDERABAD",12753,OU,OC,M,,P1
62,"OSMANIA MEDICAL COLLEGE, HYDERABAD",12957,OU,OC,M,,P1
63,"OSMANIA MEDICAL COLLEGE, HYDERABAD",13403,OU,BCB,F,,P1
64,"OSMANIA MEDICAL COLLEGE, HYDERABAD",14461,OU,BCD,M,,P1
65,"OSMANIA MEDICAL COLLEGE, HYDERABAD",14598,OU,BCD,F,,P1
66,"OSMANIA MEDICAL COLLEGE, HYDERABAD",15250,AU,BCA,F,,P1
67,"OSMANIA MEDICAL COLLEGE, HYDERABAD",15273,OU,BCB,F,,P1
68,"OSMANIA MEDICAL COLLEGE, HYDERABAD",15706,OU,BCE,F,,P1
69,"OSMANIA MEDICAL COLLEGE, HYDERABAD",15959,OU,BCB,F,,P1
70,"OSMANIA MEDICAL COLLEGE, HYDERABAD",16108,AU,BCA,M,,P1
71,"OSMANIA MEDICAL COLLEGE, HYDERABAD",16380,OU,BCE,F,,P1
72,"OSMANIA MEDICAL COLLEGE, HYDERABAD",16609,OU,BCD,F,,P1
73,"OSMANIA MEDICAL COLLEGE, HYDERABAD",16726,OU,BCB,M,,P1
74,"OSMANIA MEDICAL COLLEGE, HYDERABAD",17596,OU,BCD,F,,P1
75,"OSMANIA MEDICAL COLLEGE, HYDERABAD",17616,OU,BCB,M,,P1
76,"OSMANIA MEDICAL COLLEGE, HYDERABAD",18010,OU,BCB,M,,P1
77,"OSMANIA MEDICAL COLLEGE, HYDERABAD",18220,OU,BCB,F,,P1
78,"OSMANIA MEDICAL COLLEGE, HYDERABAD",18394,OU,BCB,F,,P1
79,"OSMANIA MEDICAL COLLEGE, HYDERABAD",18467,OU,BCB,M,,P1
80,"OSMANIA MEDICAL COLLEGE, HYDERABAD",18950,OU,BCD,F,,P1
81,"OSMANIA MEDICAL COLLEGE, HYDERABAD",18988,OU,BCD,M,,P1
82,"OSMANIA MEDICAL COLLEGE, HYDERABAD",19171,OU,BCB,F,,P1
83,"OSMANIA MEDICAL COLLEGE, HYDERABAD",19256,OU,BCB,F,,P1
84,"OSMANIA MEDICAL COLLEGE, HYDERABAD",20069,OU,BCD,F,,P1
85,"OSMANIA MEDICAL COLLEGE, HYDERABAD",20497,OU,BCE,M,,P1
86,"OSMANIA MEDICAL COLLEGE, HYDERABAD",20790,OU,BCB,F,,P1
87,"OSMANIA MEDICAL COLLEGE, HYDERABAD",21255,OU,BCB,F,,P1
88,"OSMANIA MEDICAL COLLEGE, HYDERABAD",21822,SVU,BCC,M,,P1
89,"OSMANIA MEDICAL COLLEGE, HYDERABAD",22128,OU,BCB,F,,P1
90,"OSMANIA MEDICAL COLLEGE, HYDERABAD",22133,OU,BCB,F,,P1
91,"OSMANIA MEDICAL COLLEGE, HYDERABAD",22272,OU,BCD,F,,P1
92,"OSMANIA MEDICAL COLLEGE, HYDERABAD",22533,OU,BCA,M,,P1
93,"OSMANIA MEDICAL COLLEGE, HYDERABAD",22572,OU,BCB,M,,P1
94,"OSMANIA MEDICAL COLLEGE, HYDERABAD",23140,OU,BCD,M,,P1
95,"OSMANIA MEDICAL COLLEGE, HYDERABAD",23522,OU,BCD,F,,P1
96,"OSMANIA MEDICAL COLLEGE, HYDERABAD",23877,OU,BCB,F,,P1
97,"OSMANIA MEDICAL COLLEGE, HYDERABAD",24033,OU,BCD,M,,P1
99,"OSMANIA MEDICAL COLLEGE, HYDERABAD",24808,OU,BCD,F,,P1
100,"OSMANIA MEDICAL COLLEGE, HYDERABAD",26106,OU,BCE,F,,P1
101,"OSMANIA MEDICAL COLLEGE, HYDERABAD",26491,OU,BCE,M,,P1
102,"OSMANIA MEDICAL COLLEGE, HYDERABAD",27492,OU,BCE,M,,P1
103,"OSMANIA MEDICAL COLLEGE, HYDERABAD",29927,OU,BCE,F,,P1
104,"OSMANIA MEDICAL COLLEGE, HYDERABAD",31654,OU,ST,M,,P1
105,"OSMANIA MEDICAL COLLEGE, HYDERABAD",36650,AU,ST,M,,P1
106,"OSMANIA MEDICAL COLLEGE, HYDERABAD",39248,OU,BCA,M,,P1
107,"OSMANIA MEDICAL COLLEGE, HYDERABAD",42349,OU,BCA,F,,P1
108,"OSMANIA MEDICAL COLLEGE, HYDERABAD",42379,OU,BCA,M,,P1
109,"OSMANIA MEDICAL COLLEGE, HYDERABAD",42532,AU,SC,M,,P1
110,"OSMANIA MEDICAL COLLEGE, HYDERABAD",42936,OU,SC,M,,P1
111,"OSMANIA MEDICAL COLLEGE, HYDERABAD",44226,AU,SC,M,,P1
112,"OSMANIA MEDICAL COLLEGE, HYDERABAD",44818,OU,BCA,F,,P1
113,"OSMANIA MEDICAL COLLEGE, HYDERABAD",44866,OU,BCA,M,,P1
114,"OSMANIA MEDICAL COLLEGE, HYDERABAD",45981,OU,BCA,M,,P1
115,"OSMANIA MEDICAL COLLEGE, HYDERABAD",48024,AU,SC,F,,P1
116,"OSMANIA MEDICAL COLLEGE, HYDERABAD",48043,OU,SC,M,,P1
117,"OSMANIA MEDICAL COLLEGE, HYDERABAD",48847,OU,BCA,M,,P1
118,"OSMANIA MEDICAL COLLEGE, HYDERABAD",54557,OU,BCA,F,,P1
119,"OSMANIA MEDICAL COLLEGE, HYDERABAD",57437,OU,BCA,F,,P1
120,"OSMANIA MEDICAL COLLEGE, HYDERABAD",58138,OU,BCA,M,,P1
121,"OSMANIA MEDICAL COLLEGE, HYDERABAD",61694,OU,BCA,M,,P1
122,"OSMANIA MEDICAL COLLEGE, HYDERABAD",62130,OU,SC,F,,P1
123,"OSMANIA MEDICAL COLLEGE, HYDERABAD",63049,OU,BCA,F,,P1
124,"OSMANIA MEDICAL COLLEGE, HYDERABAD",66235,OU,ST,M,,P1
125,"OSMANIA MEDICAL COLLEGE, HYDERABAD",67239,OU,ST,M,,P1
126,"OSMANIA MEDICAL COLLEGE, HYDERABAD",67689,AU,ST,F,,P1
127,"OSMANIA MEDICAL COLLEGE, HYDERABAD",69344,OU,BCC,F,,P1
128,"OSMANIA MEDICAL COLLEGE, HYDERABAD",69933,OU,ST,F,,P1
129,"OSMANIA MEDICAL COLLEGE, HYDERABAD",70290,OU,ST,F,,P1
130,"OSMANIA MEDICAL COLLEGE, HYDERABAD",71910,OU,ST,M,,P1
131,"OSMANIA MEDICAL COLLEGE, HYDERABAD",73500,OU,ST,M,,P1
132,"OSMANIA MEDICAL COLLEGE, HYDERABAD",73838,OU,ST,M,,P1
133,"OSMANIA MEDICAL COLLEGE, HYDERABAD",74016,OU,ST,F,,P1
134,"OSMANIA MEDICAL COLLEGE, HYDERABAD",76021,OU,ST,M,,P1
135,"OSMANIA MEDICAL COLLEGE, HYDERABAD",76050,OU,ST,F,,P1
136,"OSMANIA MEDICAL COLLEGE, HYDERABAD",77965,OU,SC,F,,P1
137,"OSMANIA MEDICAL COLLEGE, HYDERABAD",78656,OU,ST,F,,P1
138,"OSMANIA MEDICAL COLLEGE, HYDERABAD",78891,OU,SC,F,,P1
139,"OSMANIA MEDICAL COLLEGE, HYDERABAD",79389,OU,ST,M,,P1
140,"OSMANIA MEDICAL COLLEGE, HYDERABAD",79426,OU,SC,M,,P1
141,"OSMANIA MEDICAL COLLEGE, HYDERABAD",79879,OU,SC,M,,P1
142,"OSMANIA MEDICAL COLLEGE, HYDERABAD",80215,OU,SC,M,,P1
143,"OSMANIA MEDICAL COLLEGE, HYDERABAD",80324,OU,SC,M,,P1
144,"OSMANIA MEDICAL COLLEGE, HYDERABAD",80408,OU,ST,F,,P1
145,"OSMANIA MEDICAL COLLEGE, HYDERABAD",80593,OU,SC,F,,P1
146,"OSMANIA MEDICAL COLLEGE, HYDERABAD",80631,OU,SC,F,,P1
147,"OSMANIA MEDICAL COLLEGE, HYDERABAD",81235,OU,ST,M,,P1
148,"OSMANIA MEDICAL COLLEGE, HYDERABAD",81315,OU,SC,F,,P1
149,"OSMANIA MEDICAL COLLEGE, HYDERABAD",81333,OU,SC,F,,P1
150,"OSMANIA MEDICAL COLLEGE, HYDERABAD",81342,OU,SC,F,,P1
151,"OSMANIA MEDICAL COLLEGE, HYDERABAD",81755,OU,SC,F,,P1
152,"OSMANIA MEDICAL COLLEGE, HYDERABAD",81931,OU,SC,M,,P1
153,"OSMANIA MEDICAL COLLEGE, HYDERABAD",82253,OU,ST,F,,P1
154,"OSMANIA MEDICAL COLLEGE, HYDERABAD",83017,OU,SC,F,,P1
155,"OSMANIA MEDICAL COLLEGE, HYDERABAD",83110,OU,SC,F,,P1
156,"OSMANIA MEDICAL COLLEGE, HYDERABAD",83183,OU,SC,F,,P1
157,"OSMANIA MEDICAL COLLEGE, HYDERABAD",83316,OU,SC,M,,P1
158,"OSMANIA MEDICAL COLLEGE, HYDERABAD",84736,OU,ST,F,,P1
159,"OSMANIA MEDICAL COLLEGE, HYDERABAD",84738,OU,ST,M,,P1
160,"OSMANIA MEDICAL COLLEGE, HYDERABAD",84773,OU,SC,M,,P1
161,"OSMANIA MEDICAL COLLEGE, HYDERABAD",85022,OU,SC,M,,P1
162,"OSMANIA MEDICAL COLLEGE, HYDERABAD",85729,OU,SC,M,,P1
163,"OSMANIA MEDICAL COLLEGE, HYDERABAD",85999,OU,SC,F,,P1
164,"OSMANIA MEDICAL COLLEGE, HYDERABAD",86018,OU,SC,M,,P1
165,"OSMANIA MEDICAL COLLEGE, HYDERABAD",86731,OU,SC,F,,P1
168,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",2326,OU,OC,M,,P1
169,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",2500,OU,OC,F,,P1
170,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",2540,OU,OC,F,,P1
171,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",2546,OU,OC,M,,P1
172,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",2571,OU,BCD,F,,P1
173,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",2610,OU,BCE,F,,P1
174,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",2613,SVU,BCE,M,,P1
175,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",2618,OU,OC,F,,P1
176,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",2642,OU,BCB,M,,P1
177,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",2650,OU,OC,M,,P1
178,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",2707,OU,OC,M,,P1
179,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",2767,OU,OC,M,,P1
180,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",2771,OU,OC,M,,P1
181,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",2774,OU,BCE,M,,P1
182,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",2789,OU,OC,F,,P1
183,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",2944,OU,OC,F,,P1
184,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",3017,OU,BCA,M,,P1
185,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",3136,OU,OC,M,,P1
186,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",3211,OU,OC,F,,P1
187,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",3214,OU,OC,F,,P1
188,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",3225,OU,OC,M,EWS,P1
189,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",3229,OU,OC,F,,P1
190,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",3322,OU,OC,F,,P1
191,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",3328,OU,OC,F,,P1
192,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",3368,OU,OC,F,,P1
193,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",3494,OU,OC,M,,P1
194,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",3543,OU,OC,F,,P1
195,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",3548,OU,OC,F,,P1
196,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",3612,OU,OC,M,,P1
197,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",3632,OU,OC,F,,P1
198,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",3654,OU,OC,M,,P1
199,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",3684,OU,OC,F,,P1
200,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",3687,OU,BCD,F,,P1
201,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",3728,OU,OC,F,,P1
202,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",3757,OU,OC,M,,P1
203,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",3836,OU,BCD,M,,P1
204,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",3884,OU,OC,F,EWS,P1
205,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",3940,OU,BCB,M,,P1
206,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",4070,SVU,BCD,M,,P1
207,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",4357,OU,OC,M,,P1
208,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",4582,OU,OC,F,,P1
209,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",4698,OU,OC,M,,P1
210,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",4756,OU,OC,M,,P1
211,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",4837,OU,OC,M,,P1
212,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",4879,OU,BCD,M,,P1
213,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",4962,OU,BCE,M,,P1
214,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",4981,OU,BCB,M,,P1
215,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",5029,OU,OC,M,,P1
216,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",5030,OU,BCB,F,,P1
217,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",5149,OU,OC,F,,P1
218,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",5170,OU,BCB,M,,P1
219,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",5202,OU,OC,M,,P1
220,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",5283,OU,BCB,F,,P1
221,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",5307,OU,OC,F,,P1
222,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",5395,OU,OC,M,,P1
223,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",5412,OU,BCD,F,,P1
224,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",5561,OU,BCE,M,,P1
225,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",5567,OU,OC,F,,P1
226,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",5599,OU,OC,M,,P1
227,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",5605,SVU,BCD,F,,P1
228,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",5645,OU,OC,F,,P1
229,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",5651,OU,OC,M,,P1
230,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",5687,OU,OC,M,,P1
231,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",5737,AU,BCE,M,,P1
232,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",5832,OU,BCB,M,,P1
233,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",5873,OU,OC,F,,P1
234,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",5921,OU,OC,F,EWS,P1
235,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",6006,OU,OC,F,,P1
236,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",6027,OU,BCA,M,,P1
237,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",6104,OU,OC,M,,P1
238,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",6146,OU,BCB,F,,P1
239,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",6227,OU,OC,M,EWS,P1
240,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",6392,OU,OC,F,EWS,P1
241,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",6404,OU,BCB,M,,P1
242,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",6487,OU,BCD,F,,P1
243,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",6838,OU,BCD,F,,P1
244,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",6894,OU,OC,M,EWS,P1
245,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",7316,OU,BCB,M,,P1
246,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",7413,OU,BCB,F,,P1
247,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",7476,OU,OC,F,EWS,P1
248,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",7667,OU,OC,M,EWS,P1
249,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",7683,OU,BCE,M,,P1
250,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",7818,OU,BCA,M,,P1
251,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",7892,OU,BCA,F,,P1
252,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",8043,OU,BCB,F,,P1
253,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",8054,OU,BCB,F,,P1
254,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",8156,OU,BCB,F,,P1
255,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",8257,OU,BCD,F,,P1
256,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",8344,OU,OC,M,EWS,P1
257,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",8370,OU,BCD,M,,P1
258,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",8750,OU,BCB,M,,P1
259,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",8887,OU,BCA,F,,P1
260,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",8977,OU,OC,F,EWS,P1
261,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",9121,OU,BCD,M,,P1
262,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",9205,OU,OC,F,EWS,P1
263,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",9237,OU,BCD,M,,P1
264,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",9247,OU,BCB,M,,P1
265,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",9719,OU,BCB,F,,P1
266,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",9768,OU,BCE,F,,P1
267,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",9800,OU,BCE,F,,P1
268,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",9826,OU,BCD,M,,P1
269,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",10042,OU,BCB,M,,P1
270,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",10133,OU,BCD,M,,P1
271,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",10167,OU,OC,M,EWS,P1
272,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",10561,OU,OC,F,EWS,P1
274,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",10686,OU,BCD,F,,P1
275,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",10788,OU,BCA,F,,P1
276,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",10839,OU,BCD,F,,P1
277,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",10936,OU,BCB,M,,P1
278,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",11144,OU,ST,F,,P1
279,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",11164,OU,OC,F,EWS,P1
280,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",11214,OU,BCD,F,,P1
281,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",11305,OU,BCD,F,,P1
282,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",11621,OU,BCE,M,,P1
283,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",11719,OU,BCB,F,,P1
284,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",11755,OU,BCB,F,,P1
285,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",12192,OU,BCD,F,,P1
286,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",12232,OU,BCA,M,,P1
287,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",12419,OU,BCB,M,,P1
288,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",12614,OU,BCE,M,,P1
289,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",13088,OU,OC,F,EWS,P1
290,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",13217,OU,ST,F,,P1
291,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",13223,OU,BCD,M,,P1
292,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",13226,OU,BCA,M,,P1
293,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",13252,OU,BCA,M,,P1
294,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",13315,OU,BCA,M,,P1
295,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",13795,OU,OC,M,EWS,P1
296,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",13978,OU,BCB,F,,P1
297,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",14045,OU,BCB,M,,P1
298,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",14559,OU,BCB,M,,P1
299,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",14824,OU,OC,F,EWS,P1
300,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",14855,OU,OC,F,EWS,P1
301,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",14870,OU,BCB,F,,P1
302,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",14887,OU,BCB,F,,P1
303,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",15177,OU,BCB,M,,P1
304,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",15241,OU,BCB,F,,P1
305,"GANDHI MEDICAL COLLEGE, SECUNDERABAD",15625,OU,BCB,F,,P1
