COLLEGE,RANK,LOC,CAT,SX,EWS,PHASE
"A.L. GOVT. AYURVEDIC COLLEGE, WARANGAL.",226170.0,OU,BCB,F,NO,P1
"A.L. GOVT. AYURVEDIC COLLEGE, WARANGAL.",232891.0,OU,BCB,F,NO,P1
"A.L. GOVT. AYURVEDIC COLLEGE, WARANGAL.",234478.0,OU,BCB,M,NO,P1
"A.L. GOVT. AYURVEDIC COLLEGE, WARANGAL.",235240.0,OU,BCB,F,NO,P1
"A.L. GOVT. AYURVEDIC COLLEGE, WARANGAL.",245046.0,OU,BCE,F,NO,P1
"A.L. GOVT. AYURVEDIC COLLEGE, WARANGAL.",245304.0,OU,SC,F,NO,P1
"A.L. GOVT. AYURVEDIC COLLEGE, WARANGAL.",246931.0,OU,ST,F,NO,P1
"A.L. GOVT. AYURVEDIC COLLEGE, WARANGAL.",257994.0,OU,ST,F,NO,P1
"A.L. GOVT. AYURVEDIC COLLEGE, WARANGAL.",258306.0,OU,ST,M,NO,P1
"A.L. GOVT. AYURVEDIC COLLEGE, WARANGAL.",260288.0,OU,ST,M,NO,P1
"A.L. GOVT. AYURVEDIC COLLEGE, WARANGAL.",273254.0,OU,ST,F,NO,P1
"A.L. GOVT. AYURVEDIC COLLEGE, WARANGAL.",276341.0,OU,SC,F,NO,P1
"A.L. GOVT. AYURVEDIC COLLEGE, WARANGAL.",278034.0,OU,SC,F,NO,P1
"A.L. GOVT. AYURVEDIC COLLEGE, WARANGAL.",281971.0,OU,SC,F,NO,P1
"A.L. GOVT. AYURVEDIC COLLEGE, WARANGAL.",283359.0,OU,BCA,F,NO,P1
"A.L. GOVT. AYURVEDIC COLLEGE, WARANGAL.",284960.0,OU,SC,F,NO,P1
"A.L. GOVT. AYURVEDIC COLLEGE, WARANGAL.",286597.0,OU,BCA,F,NO,P1
"A.L. GOVT. AYURVEDIC COLLEGE, WARANGAL.",288551.0,OU,SC,F,NO,P1
"A.L. GOVT. AYURVEDIC COLLEGE, WARANGAL.",289012.0,OU,BCA,M,NO,P1
"A.L. GOVT. AYURVEDIC COLLEGE, WARANGAL.",292390.0,OU,SC,M,NO,P1
"A.L. GOVT. AYURVEDIC COLLEGE, WARANGAL.",329358.0,OU,OC,F,YES,P1
"A.L. GOVT. AYURVEDIC COLLEGE, WARANGAL.",347631.0,OU,OC,F,YES,P1
"A.L. GOVT. AYURVEDIC COLLEGE, WARANGAL.",361763.0,OU,OC,F,YES,P1
"A.L. GOVT. AYURVEDIC COLLEGE, WARANGAL.",410295.0,OU,OC,F,YES,P1
"A.L. GOVT. AYURVEDIC COLLEGE, WARANGAL.",445868.0,OU,OC,M,YES,P1
"A.L. GOVT. AYURVEDIC COLLEGE, WARANGAL.",480851.0,OU,OC,F,YES,P1
"A.L. GOVT. AYURVEDIC COLLEGE, WARANGAL.",499831.0,OU,OC,F,YES,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",166407.0,SVU,BCB,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",175157.0,SVU,OC,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",178942.0,OU,BCD,M,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",180039.0,OU,BCD,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",180381.0,OU,BCD,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",186632.0,OU,BCD,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",190548.0,OU,BCE,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",191327.0,OU,OC,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",192121.0,OU,BCE,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",194461.0,AU,SC,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",196136.0,OU,BCB,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",198453.0,OU,BCD,M,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",199309.0,OU,OC,F,YES,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",208901.0,OU,BCB,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",209069.0,OU,BCD,M,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",214135.0,OU,BCD,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",215188.0,OU,BCD,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",215664.0,AU,BCD,M,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",221748.0,NL,BCA,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",224123.0,OU,BCB,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",224493.0,OU,BCB,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",225688.0,OU,BCD,M,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",226971.0,OU,BCB,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",227227.0,OU,BCB,M,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",227336.0,OU,BCD,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",228838.0,OU,BCD,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",236531.0,OU,BCD,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",237620.0,OU,BCB,M,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",240495.0,OU,BCD,M,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",243528.0,OU,BCD,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",245188.0,OU,BCB,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",245193.0,OU,OC,F,YES,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",246899.0,OU,OC,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",247166.0,OU,BCD,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",248466.0,OU,OC,F,YES,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",251866.0,OU,SC,M,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",253862.0,OU,BCB,M,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",254984.0,OU,BCB,M,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",255136.0,OU,SC,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",255499.0,OU,OC,F,YES,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",256527.0,OU,BCD,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",259660.0,OU,BCA,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",261230.0,OU,BCD,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",263239.0,OU,SC,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",263318.0,AU,BCB,M,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",264700.0,OU,BCE,M,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",265880.0,OU,BCD,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",266243.0,OU,BCD,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",266332.0,OU,BCD,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",266395.0,OU,BCD,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",267294.0,OU,BCE,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",267998.0,OU,BCB,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",270083.0,OU,BCE,M,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",274643.0,OU,BCB,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",274991.0,OU,SC,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",276389.0,OU,BCB,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",276517.0,OU,SC,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",278009.0,OU,SC,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",278637.0,OU,BCB,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",279757.0,OU,BCB,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",280575.0,OU,ST,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",285006.0,OU,BCD,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",285227.0,OU,BCB,M,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",286629.0,OU,ST,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",286643.0,OU,ST,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",286817.0,OU,BCB,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",290118.0,OU,ST,M,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",290375.0,OU,SC,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",290858.0,OU,BCB,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",291979.0,OU,BCA,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",292348.0,OU,BCA,M,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",295599.0,OU,ST,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",296092.0,OU,BCA,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",297629.0,OU,BCA,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",302682.0,OU,SC,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",303021.0,OU,ST,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",323497.0,OU,BCA,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",304494.0,OU,BCE,M,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",308653.0,OU,SC,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",308775.0,OU,ST,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",312289.0,OU,SC,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",312377.0,OU,ST,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",314018.0,OU,SC,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",318762.0,OU,SC,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",323500.0,OU,OC,F,YES,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",331323.0,OU,ST,M,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",339237.0,OU,SC,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",339370.0,OU,OC,F,YES,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",339376.0,OU,SC,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",339450.0,OU,SC,M,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",340151.0,OU,SC,M,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",378539.0,OU,OC,F,YES,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",381914.0,OU,BCC,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",385126.0,OU,OC,F,YES,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",390395.0,OU,OC,F,YES,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",412183.0,OU,OC,F,YES,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",432074.0,OU,OC,F,YES,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",434060.0,OU,OC,F,YES,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",458964.0,OU,OC,F,YES,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",510456.0,OU,OC,M,YES,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",515775.0,OU,OC,F,YES,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",547773.0,OU,OC,F,YES,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",1165400.0,OU,BCB,M,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",,,,,NO,
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",224150.0,AU,BCE,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",225802.0,AU,OC,M,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",235966.0,SVU,OC,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",259823.0,OU,BCB,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",264813.0,SVU,OC,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",283174.0,OU,BCA,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",283253.0,AU,OC,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",295535.0,OU,OC,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",304545.0,SVU,BCA,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",310259.0,OU,BCB,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",316088.0,OU,BCA,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",331640.0,OU,BCD,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",336327.0,AU,BCD,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",345258.0,OU,BCB,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",345340.0,OU,BCE,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",345406.0,OU,BCB,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",345617.0,OU,BCB,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",347367.0,OU,OC,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",348084.0,AU,SC,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",350001.0,OU,BCD,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",351074.0,OU,BCD,M,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",351311.0,OU,ST,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",359059.0,OU,BCD,M,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",359374.0,SVU,SC,M,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",359396.0,OU,BCE,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",367884.0,OU,ST,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",368525.0,OU,BCB,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",376728.0,OU,BCE,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",378647.0,OU,SC,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",382964.0,OU,BCD,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",383441.0,OU,BCD,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",385293.0,AU,SC,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",387527.0,OU,SC,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",387663.0,OU,BCD,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",403692.0,OU,SC,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",405178.0,SVU,SC,F,NO,P1
"J.S.P.S GOVT. HOMOEO MEDICAL COLLEGE, HYDERABAD.",407599.0,OU,BCB,F,NO,P1
