SNo,Rank,Allotted Quota,Allotted Institute,Course,"Alloted
Category","Candidate
Category",Remarks
4704,7412,All India,"ESIC PGIMSR, Joka, Kolkata, WB,DIAMOND HARBOUR ROAD
POST OFFICE JOKA
KOLKATA 700104, West Bengal, 700104",MBBS,Open,General,Allotted
4705,7415,All India,"Pt. J N M MEDICAL COLLEGE, RAIPUR,In front of Central Jail, Jail Road Raipur C.G.,
Chhattisgarh, 492001",MBBS,OBC,OBC,Allotted
4706,7416,All India,"GAJRA RAJA MEDICAL COLLEGE, GWALIOR,VEER SAVARKAR ROAD, GWALIOR,
Madhya Pradesh, 474009",MBBS,OBC,OBC,Allotted
4707,7418,All India,"THANJAVUR MEDICAL COLL.,THANJAVUR,Thanjavur Medical College,Thanjavur,
Tamil Nadu, 613004",MBBS,Open,OBC,Allotted
4708,7424,All India,"GOVT.MEDICAL COLLEGE, AMRITSAR,CIRCULAR ROAD, AMRITSAR-143001,
Punjab, 143001",MBBS,OBC,OBC,Allotted
4709,7431,IP University Quota,"Atal Bihari Vajpayee Institute of Medical Sciences & DR RML HOSPITAL, NEW
DELHI,ABVIMS, Dr. RML Hospital, B.K.S. Marg, New Delhi, Delhi (NCT), 110001",MBBS,OBC,OBC,Allotted
4710,7435,All India,"Government Medical College, Pali,NH-62,SumerpurRoad,Ramasia.Hemawas,Pali,
Rajasthan, 306401",MBBS,Open,OBC,Allotted
4711,7437,"Delhi University
Quota","Lady Hardinge Medical College, New Delhi,Lady Hardinge Medical College, Shaheed
Bhagat Singh Marg, New Delhi, Delhi (NCT), 110001 (Female Seat only )",MBBS,OBC,OBC,Allotted
4712,7438,All India,"MG Inst. of Medical Sciences, Sevagram Wardha,VILLAGE AND PO SEVAGRAM
DISTRICT WARDHA MAHARASHTRA 442102, Maharashtra, 442102",MBBS,Open,General,Allotted
4713,7440,All India,"Darbhanga Medical College, Laheriasarai,Sheetal Prasad Marg, Laheriasarai,
Darbhanga, Bihar, 846003",MBBS,OBC,OBC,Allotted
4714,7441,All India,"GUWAHATI MEDICAL COLLEGE, GUWAHATI,Narakasur Hill top , Bhangagarh,
Guwahati, Assam, 781032",MBBS,EWS,EWS,Allotted
4715,7443,All India,"Govt Medical College Firozabad,DAULATTAPUR JALESHAR ROAD NARKHI
FIROZABAD, Uttar Pradesh, 283203",MBBS,Open,General,Allotted
4716,7447,All India,"Veer Chandra Singh Garhwali Govt. Institute of Medical Science &
Research,BADRINATH MARG, SRIKOT, SRINAGAR - PAURI GARHWAL, Uttarakhand,
246178",MBBS,Open,General,Allotted
4717,7451,All India,"DR.S.C.GOVT MEDICAL COLLEGE,,NANDED,VISHNUPURI NANDED
MAHARASHTRA 431606, Maharashtra, 431606",MBBS,Open,General,Allotted
4718,7454,All India,"GOVT. MEDICAL COLLEGE,AURANGABAD,Government Medical College,
Aurangabad, Jubli Park, Panchakki Road, Aurangabad (M.S.)., Maharashtra, 431001",MBBS,OBC,OBC,Allotted
4719,7457,All India,"Uttar Pradesh University of Medical Sciences, Saifai, Etawah,SAIFAI ETAWAH, Uttar
Pradesh, 206130",MBBS,OBC,OBC,Allotted
4720,7458,All India,"BPS Govt. Med. College, Sonepat,BPS GOVT MEDICAL COLLEGE FOR WOMEN
KHANPUR KALAN SONEPAT, Haryana, 131305 (Female Seat only )",MBBS,Open,General,Allotted
4721,7460,All India,"GOVT. MEDICAL COLLEGE,TIRUNELVELI,DEAN,
TIRUNELVELI MEDICAL COLLEGE,
HIGHGROUND, TIRUNELVELI-11, Tamil Nadu, 627011",MBBS,Open,OBC,Allotted
4722,7462,All India,"Uttar Pradesh University of Medical Sciences, Saifai, Etawah,SAIFAI ETAWAH, Uttar
Pradesh, 206130",MBBS,OBC,OBC,Allotted
4723,7465,All India,"Rangaraya Medical College, Kakinada,PITHAPURAM ROAD, KAKINADA, Andhra
Pradesh, 533003",MBBS,Open,OBC,Allotted
4724,7466,All India,"Sagar Dutta Medical College & Hospital, Kolkata,578, B.T. Road, Kamarhati, Kolkata,
West Bengal, 700058",MBBS,OBC,OBC,Allotted
4725,7469,All India,"S.S. MEDICAL COLLEGE, REWA,NEAR DHOBIYA TANKI, JAIL ROAD, REWA,
Madhya Pradesh, 486001",MBBS,Open,General,Allotted
4726,7472,All India,"Government Doon Medcial College, Dehradun,Government Doon Medical College,
Dehrakhas Patel Nagar, Dehradun 248001, Uttarakhand, 248001",MBBS,OBC,OBC,Allotted
4727,7473,All India,"BANKURA SAMMILANI MED COLL,BANKURA,Principal, Bankura Sammilani Medical
College, Lokepur, PO- Kenduadihi, Bankura, Pin- 722102, West Bengal, 722102",MBBS,Open,General,Allotted
4728,7474,All India,"Uttar Pradesh University of Medical Sciences, Saifai, Etawah,SAIFAI ETAWAH, Uttar
Pradesh, 206130",MBBS,OBC,OBC,Allotted
4729,7484,All India,"Dr.Radhakrishnan Government Medical College, Hamirpur,Dr.Radhakrishnan
Government Medical College,Hamirpur, Himachal Pradesh, 177001",MBBS,Open,General,Allotted
4730,7486,"Delhi University
Quota","Maulana Azad Medical College, New Delhi,2 Bahadur Shah Zafar Marg
New Delhi, Delhi (NCT), 110002",MBBS,SC,SC,Allotted
4731,7488,All India,"ATAL BIHARI VAJPAYEE GOVERNMENT MEDICAL COLLEGE, VIDISHA,NH 86
INFRONT OF KHEL PARISAR SANCHI ROAD VIDISHA, Madhya Pradesh, 464001",MBBS,Open,General,Allotted
4732,7490,All India,"Government Doon Medcial College, Dehradun,Government Doon Medical College,
Dehrakhas Patel Nagar, Dehradun 248001, Uttarakhand, 248001",MBBS,OBC,OBC,Allotted
4733,7491,All India,"R.G. KAR MEDICAL COLLEGE,KOLKATA,R G Kar Medical College
1 KHUDIRAM BOSE SARANI, West Bengal, 700004",MBBS,EWS,EWS,Allotted
4734,7492,All India,"GANDHI MEDICAL COLLEGE, BHOPAL,Royal Market Sultania Road Bhopal, Madhya
Pradesh, 462001",MBBS,EWS,EWS,Allotted
4735,7494,All India,"Dr.Radhakrishnan Government Medical College, Hamirpur,Dr.Radhakrishnan
Government Medical College,Hamirpur, Himachal Pradesh, 177001",MBBS,Open,General,Allotted
4736,7496,"Aligarh Muslim
University (AMU)
Quota","Jawaharlal Nehru Medical College, AMU,ALIGARH,ALIGARH MUSLIM UNIVERSITY,
ALIGARH, Uttar Pradesh, 202002",MBBS,Open,General,Allotted
4737,7498,All India,"BURDWAN MEDICAL COLLEGE,BURDWAN,BURDWAN MEDICAL COLLEGE,
BABURBAG, POST- RAJBATI, DIST- PURBA BARDHAMAN, PIN-713104,WEST
BENGAL, West Bengal, 713104",MBBS,Open,EWS,Allotted
4738,7500,All India,"GOVT. MEDICAL COLLEGE,PATIALA,Sangrur road Government Medical College,
Patiala, Punjab, 147001",MBBS,EWS,EWS,Allotted
4739,7504,All India,"Government Medical College, ESIC, Kollam,Parippally Kollam 691574, Kerala, 691574",MBBS,Open,General,Allotted
4740,7506,All India,"THANJAVUR MEDICAL COLL.,THANJAVUR,Thanjavur Medical College,Thanjavur,
Tamil Nadu, 613004",MBBS,Open,OBC,Allotted
4741,7509,All India,"STANLEY MEDICAL COLLEGE, CHENNAI,No.1, Old Jail Road
Chennai, Tamil Nadu, 600001",MBBS,EWS,EWS,Allotted
4742,7512,All India,"CHENGALPATTU MEDICAL COLL,CHENGALPATTU,GST ROAD, CHENGALPATTU-
603 001
KANCHEEPURAM DISTRICT, Tamil Nadu, 603001",MBBS,Open,OBC,Allotted
4743,7519,All India,"Uttar Pradesh University of Medical Sciences, Saifai, Etawah,SAIFAI ETAWAH, Uttar
Pradesh, 206130",MBBS,OBC,OBC,Allotted
4744,7526,All India,"ASSAM MEDICAL COLLEGE, DIBRUGARH,Borbari, Dibrugarh, Assam, 786002",MBBS,Open,General,Allotted
4745,7533,All India,"Bangalore Medical College and Research Institute,K R ROAD FORT BENGALURU,
Karnataka, 560002",MBBS,SC,SC,Allotted
4746,7537,All India,"BPS Govt. Med. College, Sonepat,BPS GOVT MEDICAL COLLEGE FOR WOMEN
KHANPUR KALAN SONEPAT, Haryana, 131305 (Female Seat only )",MBBS,Open,General,Allotted
4747,7539,All India,"HASSAN INST. MEDICAL SCIENCES, HASSAN,K R PURAM, BEHIND DC
OFFICE,HASSAN, Karnataka, 573201",MBBS,Open,General,Allotted
4748,7540,All India,"ESIC PGIMSR, Joka, Kolkata, WB,DIAMOND HARBOUR ROAD
POST OFFICE JOKA
KOLKATA 700104, West Bengal, 700104",MBBS,Open,General,Allotted
4749,7542,All India,"Kalpana Chawla Govt. Medical College, Karnal,Kalpana Chawla Govt. Medical
College,Karnal, Haryana, Haryana, 132001",MBBS,OBC,OBC,Allotted
4750,7548,All India,"Lady Hardinge Medical College, New Delhi,Lady Hardinge Medical College, Shaheed
Bhagat Singh Marg, New Delhi, Delhi (NCT), 110001 (Female Seat only )",MBBS,ST,ST,Allotted
4751,7552,All India,"HASSAN INST. MEDICAL SCIENCES, HASSAN,K R PURAM, BEHIND DC
OFFICE,HASSAN, Karnataka, 573201",MBBS,Open,General,Allotted
4752,7556,IP University Quota,"Atal Bihari Vajpayee Institute of Medical Sciences & DR RML HOSPITAL, NEW
DELHI,ABVIMS, Dr. RML Hospital, B.K.S. Marg, New Delhi, Delhi (NCT), 110001",MBBS,OBC,OBC,Allotted
4753,7561,All India,"Govt. Medical College, Jammu,GOVERNMENT MEDICAL COLLEGE, BAKSHI NAGAR,
JAMMU 180001, Jammu And Kashmir, 180001",MBBS,Open,General,Allotted
4754,7563,All India,"GOVT. VELLORE MEDICAL COLLEGE, VELLORE,Government Vellore Medical College
and Hospital,
Adukkamparai,
Vellore., Tamil Nadu, 632011",MBBS,OBC,OBC,Allotted
4755,7564,"Delhi University
Quota","University College of Medical Sciences, New Delhi,Dilshad Garden, Delhi (NCT), 110095",MBBS,OBC,OBC,Allotted
4756,7568,All India,"ASSAM MEDICAL COLLEGE, DIBRUGARH,Borbari, Dibrugarh, Assam, 786002",MBBS,Open,General,Allotted
4757,7571,All India,"Shri Atal Bihari Vajpayee Medical College & Research Institute,
Bengaluru,SHIVAJINAGAR,
BENGALURU, Karnataka, 560001",MBBS,EWS,EWS,Allotted
4758,7572,All India,"BURDWAN MEDICAL COLLEGE,BURDWAN,BURDWAN MEDICAL COLLEGE,
BABURBAG, POST- RAJBATI, DIST- PURBA BARDHAMAN, PIN-713104,WEST
BENGAL, West Bengal, 713104",MBBS,Open,General,Allotted
4759,7576,"Delhi University
Quota","University College of Medical Sciences, New Delhi,Dilshad Garden, Delhi (NCT), 110095",MBBS,OBC,OBC,Allotted
4760,7579,IP University Quota,"Atal Bihari Vajpayee Institute of Medical Sciences & DR RML HOSPITAL, NEW
DELHI,ABVIMS, Dr. RML Hospital, B.K.S. Marg, New Delhi, Delhi (NCT), 110001",MBBS,OBC,OBC,Allotted
4761,7582,All India,"BURDWAN MEDICAL COLLEGE,BURDWAN,BURDWAN MEDICAL COLLEGE,
BABURBAG, POST- RAJBATI, DIST- PURBA BARDHAMAN, PIN-713104,WEST
BENGAL, West Bengal, 713104",MBBS,Open,General,Allotted
4762,7583,All India,"Govt Medical College, Idukki,Principal, Govt Medical College Idukki, Idukki colony
P.O.,Idukki District, Kerala, 685602",MBBS,Open,General,Allotted
4763,7584,All India,"MANDYA INST. OF MEDICAL SCI., MANDYA,BANGALORE-MYSORE MAIN ROAD,
MANDYA, Karnataka, 571401",MBBS,Open,OBC,Allotted
4764,7587,All India,"NALANDA MEDICAL COLLEGE, PATNA,OLD BYEPASS ROAD, KANKERBAGH,
PATNA, Bihar, 800026",MBBS,EWS,EWS,Allotted
4765,7588,All India,"VARDHMAN INSTITUTE OF MEDICAL SCIENCES, NALANDA,BMIMS, PAWAPURI
NALNADA, Bihar, 803115",MBBS,Open,OBC,Allotted
4766,7590,Open Seat Quota,"JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry, Puducherry, 605006",MBBS,ST,ST,Allotted
4767,7595,All India,"SKIMS Medical College, Bemina, Srinagar,SKIMS MC BEMINA , SRINAGAR, JAMMU
KASHMIR, Jammu And Kashmir, 190018",MBBS,Open,General,Allotted
4768,7596,All India,"GOA MEDICAL COLLEGE, PANAJI,RAJIV GANDHI MEDICAL COMPLEX, BAMBOLIM,
GOA, Goa, 403202",MBBS,OBC,OBC,Allotted
4769,7597,"Internal -Puducherry
UT Domicile","JIPMER PUDUCHERRY,Dhanvantari Nagar Gorimedu Puducherry, Puducherry, 605006",MBBS,Open,General,Allotted
4770,7600,All India,"Pt. J N M MEDICAL COLLEGE, RAIPUR,In front of Central Jail, Jail Road Raipur C.G.,
Chhattisgarh, 492001",MBBS,OBC,OBC,Allotted
4771,7602,All India,"GOVT.MEDICAL COLLEGE, AMRITSAR,CIRCULAR ROAD, AMRITSAR-143001,
Punjab, 143001",MBBS,EWS,EWS,Allotted
4772,7605,Open Seat Quota,"AIIMS, Rishikesh ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH
Uttarakhand - 249203, Uttarakhand, 249203",MBBS,SC,SC,Allotted
4773,7606,All India,"K.A.P. VISWANATHAM G.M.C.,TIRUCHIRAPALLI,PERIYAMILAGUPARAI,
TIRUCHIRAPALLI-620001, Tamil Nadu, 620001",MBBS,Open,OBC,Allotted
4774,7609,IP University Quota,"Atal Bihari Vajpayee Institute of Medical Sciences & DR RML HOSPITAL, NEW
DELHI,ABVIMS, Dr. RML Hospital, B.K.S. Marg, New Delhi, Delhi (NCT), 110001",MBBS,OBC,OBC,Allotted
4775,7611,All India,"Darbhanga Medical College, Laheriasarai,Sheetal Prasad Marg, Laheriasarai,
Darbhanga, Bihar, 846003",MBBS,OBC,OBC,Allotted
4776,7612,All India,"MAHARAJA K.C. GAJAPATI M.C.,BRAHMAPUR,MKCG MEDICAL COLLEGE
CAMPUS, BERHAMPUR, GANJAM, Odisha, 760004",MBBS,OBC,OBC,Allotted
4777,7614,All India,"NETAJI SUBHASH CHANDRA BOSE MC,JABALPUR,NAGPUR ROAD, JABALPUR,
STATE-M.P.PIN-482003, Madhya Pradesh, 482003",MBBS,EWS,EWS,Allotted
4778,7616,All India,"Kodagu Institute of Medical Sciences, Kodagu,Kodagu Institute of Medical Sciences,
Madikeri., Karnataka, 571201",MBBS,Open,General,Allotted
4779,7617,All India,"GAJRA RAJA MEDICAL COLLEGE, GWALIOR,VEER SAVARKAR ROAD, GWALIOR,
Madhya Pradesh, 474009",MBBS,EWS,EWS,Allotted
4780,7618,All India,"CHHATTISGARH INSTITUTE OF MEDICAL SCIENCES, BILASP,GOND PARA, SADAR
BAZAAR BILASPUR - 495001 (CG), Chhattisgarh, 495001",MBBS,Open,General,Allotted
4781,7619,All India,"ESIC Medical College AND PGIMSR, Chennai,ASHOK PILLAR ROAD
KK NAGAR CHENNAI, Tamil Nadu, 600078",MBBS,Open,General,Allotted
4782,7621,All India,"BURDWAN MEDICAL COLLEGE,BURDWAN,BURDWAN MEDICAL COLLEGE,
BABURBAG, POST- RAJBATI, DIST- PURBA BARDHAMAN, PIN-713104,WEST
BENGAL, West Bengal, 713104",MBBS,Open,General,Allotted
